dataset,sample_id,family,model,NMSE,PSNR,SSIM,runtime,speedup_vs_BP
Unseen-Parameter OOD,unseen_param_ood_0009,line,Ours-PC-P2A,0.6937425941536969,29.263882619480256,0.5780319649988128,0.29664218705147505,10.99404443512445
Unseen-Parameter OOD,unseen_param_ood_0010,line,Baseline-Ours,0.881251258186684,25.15527597621552,0.32430440862973614,0.39491333975456655,8.25826088276296
Unseen-Parameter OOD,unseen_param_ood_0010,line,Ours-PC-P1,0.8381029305671293,25.373299662772727,0.3637584042337125,0.3943604459054768,8.269838975073345
Unseen-Parameter OOD,unseen_param_ood_0010,line,Ours-PC-P2A,0.8476290690044528,25.32421498951402,0.35187426152534007,0.3942154149990529,8.27288142901325
Unseen-Parameter OOD,unseen_param_ood_0011,line,Baseline-Ours,0.7644628787386044,25.569111599733013,0.41263709170238355,0.36267644283361733,8.992305539052007
Unseen-Parameter OOD,unseen_param_ood_0011,line,Ours-PC-P1,0.7716711896849932,25.528352671327497,0.40622460978991803,0.36218218482099473,9.004577040111132
Unseen-Parameter OOD,unseen_param_ood_0011,line,Ours-PC-P2A,0.7928167852461607,25.410947206996227,0.37804398444063925,0.3621444047894329,9.005516425616685
Unseen-Parameter OOD,unseen_param_ood_0012,line,Baseline-Ours,0.6775604642874085,27.904926953598657,0.5171763592425986,0.3031783108599484,10.75702736295986
Unseen-Parameter OOD,unseen_param_ood_0012,line,Ours-PC-P1,0.6888059353520819,27.83343892291282,0.5073692687842075,0.300775054609403,10.84297828492343
Unseen-Parameter OOD,unseen_param_ood_0012,line,Ours-PC-P2A,0.6804847668960013,27.88622346989712,0.5130590504069059,0.30031373677775264,10.859634396910524
Unseen-Parameter OOD,unseen_param_ood_0013,line,Baseline-Ours,0.7153186039958949,29.591545309937295,0.5937781732454791,0.5629418271128088,5.793311544290133
Unseen-Parameter OOD,unseen_param_ood_0013,line,Ours-PC-P1,0.7060533285215445,29.648165432595885,0.5990895749013821,0.5625019101426005,5.797842330792513
Unseen-Parameter OOD,unseen_param_ood_0013,line,Ours-PC-P2A,0.7167402257344406,29.582922462182054,0.5848293875829114,0.5617352649569511,5.805755111398154
Unseen-Parameter OOD,unseen_param_ood_0014,line,Baseline-Ours,0.7182583503138597,28.589737525107438,0.5166760396936679,0.367821941152215,8.866511267816945
Unseen-Parameter OOD,unseen_param_ood_0014,line,Ours-PC-P1,0.7123600760633021,28.625548876558298,0.5209505532162182,0.3679649429395795,8.863065485865937
Unseen-Parameter OOD,unseen_param_ood_0014,line,Ours-PC-P2A,0.7322643164864484,28.50586577179665,0.5040602504459564,0.3666380930226296,8.895140597338646
Unseen-Parameter OOD,unseen_param_ood_0015,line,Baseline-Ours,0.6711729469957007,28.99795430365927,0.6033560956611067,0.8108385186642408,4.022129327488058
Unseen-Parameter OOD,unseen_param_ood_0015,line,Ours-PC-P1,0.6913554441069613,28.869284889708982,0.5841598988796315,0.8086726118344814,4.032901990309938
Unseen-Parameter OOD,unseen_param_ood_0015,line,Ours-PC-P2A,0.7097691861800235,28.755127375254904,0.5618215483756313,0.8077832506969571,4.0373421743550155
Unseen-Parameter OOD,unseen_param_ood_0016,line,Baseline-Ours,0.6554073757912927,29.326250184578374,0.6340237613887221,0.5981544079259038,5.452266743439944
Unseen-Parameter OOD,unseen_param_ood_0016,line,Ours-PC-P1,0.6602563040325748,29.294237991796415,0.6237491180955879,0.5951849708799273,5.479468644772535
Unseen-Parameter OOD,unseen_param_ood_0016,line,Ours-PC-P2A,0.67247270716234,29.21461681527117,0.6027778682173972,0.593769398983568,5.49253193471944
Unseen-Parameter OOD,unseen_param_ood_0017,line,Baseline-Ours,0.8117438883643837,25.83250665694379,0.3902599642808206,0.43485821108333766,7.499679901758621
